pregame_total,inning,season,n,under_pct,top_zero_pct,bottom_zero_pct,independence_p0_pct,joint_zero_dependence_pp,top_bottom_scoring_phi,mean_runs,multi_run_given_score_pct,threeplus_given_score_pct,season_under_sd_pp
7.0,4,2023,96,59.375,78.125,77.08333333333334,60.22135416666667,-0.8463541666666741,-0.04871100874301796,0.75,46.15384615384615,20.51282051282051,
7.0,4,2024,86,62.7906976744186,79.06976744186046,79.06976744186046,62.52028123309896,0.27041644131964304,0.01633986928104573,0.6627906976744186,50.0,15.625,
7.0,4,2025,82,65.85365853658537,82.92682926829268,80.48780487804879,66.74598453301607,-0.8923259964306984,-0.05984127209279322,0.5853658536585366,42.857142857142854,14.285714285714285,
7.5,4,2021,269,54.27509293680297,72.4907063197026,73.23420074349443,53.08798938654801,1.1871035502549643,0.0600427585675566,0.9553903345724907,56.09756097560976,26.82926829268293,
7.5,4,2022,478,58.36820083682008,75.52301255230127,76.98744769874477,58.14323978921938,0.22496104760070246,0.01243072146271972,0.8430962343096234,48.743718592964825,27.1356783919598,
7.5,4,2023,275,52.36363636363637,76.72727272727272,70.54545454545455,54.12760330578512,-1.7639669421487536,-0.09157590948227667,1.0363636363636364,55.72519083969466,27.480916030534353,
7.5,4,2024,366,57.650273224043715,74.59016393442623,78.14207650273224,58.286302965152736,-0.6360297411090232,-0.03534994862068219,0.9043715846994536,53.5483870967742,30.32258064516129,
7.5,4,2025,224,54.46428571428571,76.78571428571429,73.21428571428571,56.21811224489795,-1.7538265306122458,-0.09380353986508062,0.9107142857142857,56.86274509803921,26.47058823529412,
8.0,4,2021,363,54.54545454545454,74.10468319559229,72.45179063360881,53.690169918569616,0.8552846268849223,0.04370246915915044,0.9504132231404959,53.333333333333336,30.303030303030305,
8.0,4,2022,443,55.75620767494357,75.39503386004515,73.58916478555305,55.482575707392144,0.27363196755142427,0.014410733023561013,0.9571106094808126,50.51020408163265,29.081632653061224,
8.0,4,2023,372,54.03225806451613,72.58064516129032,73.38709677419355,53.26482830385015,0.7674297606659719,0.0389263450479205,0.9193548387096774,52.63157894736842,26.31578947368421,
8.0,4,2024,589,54.49915110356537,74.02376910016977,73.68421052631578,54.54382986328299,-0.04467875971762014,-0.0023138330723242416,0.9830220713073005,55.223880597014926,31.716417910447763,
8.0,4,2025,379,50.65963060686016,72.29551451187335,70.71240105540898,51.12189416670727,-0.4622635598471092,-0.02269704203739875,0.9841688654353562,49.19786096256685,31.016042780748666,
8.5,4,2021,526,51.52091254752852,72.24334600760456,71.67300380228137,51.7789761309257,-0.2580635833971834,-0.012789871356522944,1.0456273764258555,52.156862745098046,30.58823529411765,
8.5,4,2022,506,53.55731225296443,73.71541501976284,73.71541501976284,54.339624115358774,-0.782311862394347,-0.0403757382732973,0.924901185770751,50.638297872340424,28.510638297872344,
8.5,4,2023,628,54.45859872611465,75.79617834394905,71.01910828025477,53.82976997038419,0.6288287557304595,0.03236110086915086,0.9299363057324841,54.1958041958042,27.62237762237762,
8.5,4,2024,733,50.068212824010914,71.89631650750341,70.66848567530695,50.8080381321784,-0.7398253081674855,-0.03615048309761223,1.0600272851296044,56.830601092896174,29.78142076502732,
8.5,4,2025,478,52.928870292887034,72.59414225941423,72.17573221757321,52.39535372279897,0.5335165700880551,0.026691190956961246,1.00418410041841,51.55555555555556,30.22222222222222,
9.0,4,2021,383,49.08616187989556,75.45691906005221,66.31853785900783,50.04192543408163,-0.9557635541860621,-0.04699194836705494,0.9843342036553525,53.84615384615385,24.102564102564102,
9.0,4,2022,268,51.11940298507462,70.52238805970148,71.64179104477611,50.52350189351748,0.5959010915571383,0.02899625502688325,1.1604477611940298,69.46564885496184,30.53435114503817,
9.0,4,2023,493,47.870182555780936,70.38539553752535,68.35699797160242,48.11334339989055,-0.2431608441096189,-0.011451676365599859,1.184584178498986,57.19844357976653,31.1284046692607,
9.0,4,2024,378,51.587301587301596,72.22222222222221,73.80952380952381,53.30687830687831,-1.7195767195767209,-0.08731914699013639,0.9841269841269841,47.540983606557376,25.683060109289617,
9.0,4,2025,317,47.94952681388013,70.03154574132492,68.76971608832808,48.16049517857676,-0.21096836469663427,-0.009936918479239927,1.053627760252366,58.78787878787879,27.878787878787882,
9.5,4,2021,212,49.528301886792455,73.11320754716981,66.98113207547169,48.97205411178355,0.5562477750089001,0.02667740239077016,1.2028301886792452,59.813084112149525,35.51401869158878,
9.5,4,2022,146,49.31506849315068,66.43835616438356,68.4931506849315,45.50572340026271,3.8093450928879724,0.17365736472354187,1.0753424657534247,60.810810810810814,35.13513513513514,
9.5,4,2023,278,42.805755395683455,61.87050359712231,70.14388489208633,43.3983748253196,-0.5926194296361487,-0.026661953708459866,1.169064748201439,57.861635220125784,29.559748427672954,
9.5,4,2024,110,48.18181818181818,73.63636363636363,68.18181818181817,50.20661157024793,-2.0247933884297464,-0.09866427343984649,1.1272727272727272,50.877192982456144,35.08771929824561,
9.5,4,2025,129,53.48837209302325,71.31782945736434,73.64341085271317,52.52088215852413,0.9674899344991217,0.048554539456324645,1.0155038759689923,66.66666666666666,33.33333333333333,
10.0,4,2021,84,47.61904761904761,67.85714285714286,70.23809523809523,47.66156462585034,-0.04251700680272252,-0.001991158970298336,1.2380952380952381,63.63636363636363,31.818181818181817,
10.0,4,2022,37,51.35135135135135,70.27027027027027,75.67567567567568,53.17750182615049,-1.8261504747991375,-0.09312294922243214,1.054054054054054,61.111111111111114,27.77777777777778,
10.0,4,2023,83,40.963855421686745,71.08433734939759,62.65060240963856,44.53476556829729,-3.5709101466105397,-0.1628249530774101,1.1325301204819278,57.14285714285714,22.448979591836736,
10.0,4,2024,35,37.142857142857146,57.14285714285714,68.57142857142857,39.183673469387756,-2.040816326530609,-0.0888336318148377,1.7142857142857142,54.54545454545454,45.45454545454545,
